customer_id,region,age,txn_freq_month,avg_txn_value_tzs,mobile_login_freq_month,savings_balance_tzs,loan_active_flag,days_since_last_txn,_true_segment
CUS00000,Mwanza,24,77.19857407927407,92288.0044543302,44.646216762638375,291482.5208410963,0,0.6102588016372902,high_freq_trader
CUS00001,Dodoma,46,7.331170472626859,20426.43502222955,4.73306281447446,814125.3799332924,0,8.76530777781435,rural_saver
CUS00002,Tanga,26,5.842969578924382,31643.926318813537,2.036752019504009,30395.133581823597,1,7.727724459627819,loan_active
CUS00003,Arusha,28,0.0,500.0,0.13695134762020963,122612.45036742208,0,83.69768542927295,dormant
CUS00004,Kigoma,43,30.790481257001836,26268.499764066684,22.513383186511824,619895.4946031477,0,2.7908061216900806,urban_digital
CUS00005,Zanzibar,51,11.558138588846203,43978.15408410548,16.515747790495965,72388.03842788699,1,3.2246086885708802,loan_active
CUS00006,Zanzibar,30,57.70387215965928,125095.53480166392,36.45971430486253,518256.8364406067,1,1.1291144116613476,high_freq_trader
CUS00007,Zanzibar,48,48.7065348489005,78785.89479929114,43.61867160514511,65136.13917292285,0,0.7306143411911283,high_freq_trader
CUS00008,Mbeya,33,13.634438170597171,35561.21069874997,15.56765924382949,434754.1067272095,0,1.820773374550245,urban_digital
CUS00009,Tanga,38,6.406776481239887,9957.319790284462,5.413699281798102,1098799.791115645,0,12.226133771005053,rural_saver
CUS00010,Morogoro,28,10.070146605462135,14564.529144737451,3.3858335633308467,673941.7258927866,0,5.022112849595699,rural_saver
CUS00011,Zanzibar,45,10.556013433845408,34293.19618347929,11.337180513990859,154091.36468417294,1,3.4689294451405743,loan_active
CUS00012,Arusha,34,0.8697063361504738,7361.406770311932,0.10412515660058638,66452.83762489399,0,78.7594717497221,dormant
CUS00013,Morogoro,31,63.14442974489257,67507.63033780616,41.518747142699546,81776.62721133162,1,1.6239749925297158,high_freq_trader
CUS00014,Zanzibar,20,6.726908675678146,2950.390171000625,1.6873046794693343,811866.323954361,0,12.857585930522635,rural_saver
CUS00015,Kigoma,18,22.975219575488843,47825.380419719164,32.05558074249811,355525.13749201933,0,3.8212988508131085,urban_digital
CUS00016,Dodoma,41,0.0,6305.573574156647,0.14382347614337668,74378.03863260934,0,79.83319439641676,dormant
CUS00017,Ruvuma,40,24.534766675866095,60293.36660329487,20.8620623178154,472676.94337955286,1,2.762926482336937,urban_digital
CUS00018,Dar es Salaam,19,39.7728321913823,103450.86099820628,31.725535586604806,335291.4167382395,1,1.2231610737715317,high_freq_trader
CUS00019,Iringa,35,0.8569100682411998,8966.578086707004,0.11580695958213086,93535.36547063192,0,66.18695156860515,dormant
CUS00020,Mwanza,18,63.22696137214321,74508.35164678466,43.76909034719944,219982.14792529133,1,1.6813213199016706,high_freq_trader
CUS00021,Mwanza,32,9.221873990023788,27746.639763035015,3.189461469101336,318948.58781394444,0,8.855108200637323,rural_saver
CUS00022,Zanzibar,37,9.43305979039076,40795.61142476477,12.098029501144344,30447.550414455472,1,6.398393463389776,loan_active
CUS00023,Ruvuma,30,13.31337418965747,33579.967855924784,12.461027067874245,11546.271559422545,1,5.328781405954604,loan_active
CUS00024,Dodoma,37,82.17390015547255,85645.68165487605,53.34310088895616,134438.8953326989,0,1.1597001318956144,high_freq_trader
CUS00025,Mbeya,34,35.2751130209896,41114.499548560794,15.540186754151184,596487.4347045108,0,1.6576590613361177,urban_digital
CUS00026,Morogoro,26,2.5886955679689656,6921.70830339661,4.964133671051051,743184.391149096,0,13.13937614643254,rural_saver
CUS00027,Tanga,32,20.099018733650553,55029.69475577205,25.746753112802146,1076520.4565368146,0,2.3877031412620147,urban_digital
CUS00028,Mwanza,29,32.90065520320475,52501.022414977844,30.258625042825976,495735.416272543,1,1.4991550305640549,urban_digital
CUS00029,Kigoma,32,0.8954008605894945,13993.497761186929,0.1623478520552098,37256.78816620726,0,81.28154447739598,dormant
CUS00030,Ruvuma,32,71.42464383767867,33705.56773452383,33.38635962466484,182637.54990578312,0,0.518180777815598,high_freq_trader
